Week,Location,Day,Start Time,End Time
34,ART 204,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 18:00:00
15-Mar,SCI 396,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
35,ART 386,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
15,FIP 250,Tue,1899-12-30 17:00:00,1899-12-30 18:30:00
35,EME 0050,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 112,Mon;Wed;Thu;Fri;Sat,1899-12-30 17:00:00,1899-12-30 22:00:00
15-Mar,EME 2111,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
34,ASC 165,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
26,EME 2111,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
12,ART 102,Mon,1899-12-30 9:30:00,1899-12-30 11:30:00
8,ASC 130,Fri,1899-12-30 16:00:00,1899-12-30 17:30:00
42,ART 114,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
34,FIP 121,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,ART 219,Mon;Wed,1899-12-30 8:00:00,1899-12-30 9:30:00
15-May,FIP 250,Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
1,FIP 121,Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 8:00:00,1899-12-30 20:00:00
17,SCI 247,Wed;Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
12,FIP 239,Thu,1899-12-30 13:00:00,1899-12-30 19:00:00
20-25; 27-33,ART 366,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
29,ART 204,Mon,1899-12-30 17:00:00,1899-12-30 20:00:00
27,FIP 138,Tue,1899-12-30 18:30:00,1899-12-30 21:30:00
31,ART 110,Wed,1899-12-30 8:00:00,1899-12-30 11:00:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
17-18,ART 281,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 15:00:00,1899-12-30 17:00:00
37-50,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
13,ART 374,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
15-Mar,ART 376,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
2,ART 108,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
10,FIP 204,Wed,1899-12-30 19:30:00,1899-12-30 21:00:00
17,ART 215,Tue;Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 366,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
20-25; 27-33,FIP 140,Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
9,ART 203,Mon,1899-12-30 18:30:00,1899-12-30 21:00:00
20-25; 27-33,FIP 129,Tue,1899-12-30 15:00:00,1899-12-30 17:00:00
34,FIP 121,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
38,ART 114,Thu,1899-12-30 9:30:00,1899-12-30 15:00:00
27,FIP 124,Mon,1899-12-30 18:00:00,1899-12-30 21:00:00
46-49,ART 210,Tue;Thu,1899-12-30 14:00:00,1899-12-30 16:30:00
15-Mar,ART 114,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
35,ASC 165,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
15-May,SCI 333,Tue,1899-12-30 19:00:00,1899-12-30 20:00:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
30-33,ART 215,Tue,1899-12-30 14:00:00,1899-12-30 17:00:00
12,EME 1153,Tue,1899-12-30 12:30:00,1899-12-30 14:30:00
35,ART 214,Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
1,EME 2202,Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,EME 0050,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
1,ART 214,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
8,ART 374,Fri,1899-12-30 13:30:00,1899-12-30 15:00:00
28,FIP 138,Tue,1899-12-30 13:00:00,1899-12-30 14:00:00
26,FIP 121,Wed,1899-12-30 7:00:00,1899-12-30 17:00:00
38,EME 1202,Mon;Tue;Wed;Thu;Fri,1899-12-30 8:30:00,1899-12-30 16:00:00
1,ART 208,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
37-50,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
31,EME 1151,Thu,1899-12-30 16:00:00,1899-12-30 18:30:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,EME 1202,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
37-52,LIB L312,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
7,EME 1101,Tue,1899-12-30 17:00:00,1899-12-30 22:00:00
2,FIP 204,Fri,1899-12-30 13:00:00,1899-12-30 17:00:00
15-Mar,FIP 204,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
45,ART 386,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
36,ASC 165,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
36,ART 366,Tue,1899-12-30 17:30:00,1899-12-30 21:30:00
34,EME 1121,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
34,ASC 165,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
15-Mar,EME 2111,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
20-33,ART 204,Mon,1899-12-30 14:00:00,1899-12-30 15:30:00
15-Mar,ART 203,Thu,1899-12-30 12:30:00,1899-12-30 13:30:00
17,ART 382,Fri,1899-12-30 16:00:00,1899-12-30 21:30:00
6,LIB L317,Fri,1899-12-30 17:00:00,1899-12-30 18:30:00
20-25; 27-33,EME 2141,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
24,FIP 250,Wed,1899-12-30 18:30:00,1899-12-30 20:30:00
38,ASC 140,Thu,1899-12-30 9:30:00,1899-12-30 15:00:00
10,ART 106,Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,ART 203,Tue,1899-12-30 16:30:00,1899-12-30 17:30:00
1,ART 386,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
24,EME 0050,Wed,1899-12-30 18:30:00,1899-12-30 20:30:00
20-25; 27-33,ART 106,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
16,FIP 124,Mon;Tue;Wed;Thu;Sat,1899-12-30 14:00:00,1899-12-30 22:00:00
35,EME 1202,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
26,FIP 140,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
14,ART 102,Fri,1899-12-30 11:00:00,1899-12-30 12:30:00
20-25; 27-33,EME 1101,Wed,1899-12-30 15:30:00,1899-12-30 17:30:00
20-25; 27-33,FIP 138,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
1,FIP 138,Tue;Wed;Thu,1899-12-30 9:30:00,1899-12-30 17:00:00
40,EME 2111,Mon,1899-12-30 17:30:00,1899-12-30 20:30:00
9,ART 108,Tue,1899-12-30 16:30:00,1899-12-30 18:30:00
30,ART 103,Wed,1899-12-30 17:30:00,1899-12-30 20:30:00
20-25; 27-33,FIP 250,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
17,ART 210,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 22:00:00
30,ART 102,Tue,1899-12-30 14:00:00,1899-12-30 17:00:00
20-25; 27-33,SCI 396,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
17,ART 386,Wed,1899-12-30 15:30:00,1899-12-30 16:30:00
15-Mar,ART 106,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
20-25; 27-33,ART 112,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
8,LIB 303,Thu,1899-12-30 14:00:00,1899-12-30 16:00:00
11,ART 210,Tue,1899-12-30 12:30:00,1899-12-30 13:30:00
26,ART 219,Thu,1899-12-30 17:30:00,1899-12-30 21:00:00
45; 52,SCI 333,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,FIP 124,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,ART 376,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
20-25; 27-33,ART 202,Mon,1899-12-30 14:30:00,1899-12-30 15:30:00
15-Mar,ART 218,Wed;Fri,1899-12-30 11:00:00,1899-12-30 12:30:00
9,ART 108,Wed,1899-12-30 17:00:00,1899-12-30 20:00:00
25,ART 112,Fri,1899-12-30 14:00:00,1899-12-30 17:00:00
45,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 204,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 12:30:00
27,ART 203,Tue,1899-12-30 15:30:00,1899-12-30 21:30:00
37-50,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,EME 2141,Mon;Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
2,ART 208,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
8,ART 103,Fri,1899-12-30 17:30:00,1899-12-30 19:30:00
20-25; 27-33,EME 2111,Mon,1899-12-30 12:30:00,1899-12-30 14:00:00
20-25; 27-33,ART 202,Thu,1899-12-30 12:30:00,1899-12-30 15:30:00
35,SCI 333,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
25,FIP 124,Mon,1899-12-30 17:00:00,1899-12-30 21:30:00
2,FIP 139,Wed,1899-12-30 10:00:00,1899-12-30 16:00:00
20-25; 27-33,LIB L304,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
15-Mar,LIB L306,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
24,FIP 250,Tue,1899-12-30 12:30:00,1899-12-30 14:30:00
34,FIP 140,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
45; 52,SCI 333,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
34,ART 376,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
34,ART 376,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
17,ART 208,Thu,1899-12-30 12:30:00,1899-12-30 19:00:00
16,ART 103,Wed,1899-12-30 16:00:00,1899-12-30 17:00:00
34,ART 386,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
9,ART 215,Mon,1899-12-30 8:00:00,1899-12-30 9:00:00
35,EME 2205,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
26,FIP 129,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
26,ART 203,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
20-25; 27-33,ART 104,Mon,1899-12-30 12:30:00,1899-12-30 15:30:00
15-Mar,ART 102,Wed,1899-12-30 11:30:00,1899-12-30 12:30:00
15-Mar,FIP 250,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
15,FIP 140,Tue,1899-12-30 17:00:00,1899-12-30 18:30:00
17,FIP 124,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 19:00:00,1899-12-30 21:00:00
20; 22; 24; 28; 30; 32,EME 2205,Tue,1899-12-30 12:30:00,1899-12-30 14:30:00
15-Mar,LIB L302,Wed,1899-12-30 10:30:00,1899-12-30 11:30:00
10,LIB 303,Wed,1899-12-30 19:30:00,1899-12-30 21:00:00
8,SCI 236,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,SCI 126,Tue,1899-12-30 12:00:00,1899-12-30 13:00:00
7,LIB L302,Fri,1899-12-30 15:30:00,1899-12-30 16:30:00
2,ART 219,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
15,ART 112,Thu,1899-12-30 11:00:00,1899-12-30 13:30:00
34,EME 2111,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
20-29,EME 2202,Tue,1899-12-30 12:30:00,1899-12-30 15:30:00
20-25; 27-33,SCI 126,Thu,1899-12-30 15:30:00,1899-12-30 17:30:00
15-Mar,ART 281,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
15-Mar,ART 210,Wed,1899-12-30 11:30:00,1899-12-30 12:30:00
26,SCI 128,Mon,1899-12-30 13:00:00,1899-12-30 14:30:00
26,FIP 133,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
33,EME 1101,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
39-44,ART 215,Mon;Wed,1899-12-30 17:30:00,1899-12-30 19:30:00
21,EME 1101,Mon,1899-12-30 15:30:00,1899-12-30 16:30:00
4,FIP 139,Wed,1899-12-30 18:00:00,1899-12-30 20:00:00
36,EME 0050,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
13,FIP 138,Fri,1899-12-30 9:30:00,1899-12-30 11:30:00
23,ART 219,Thu,1899-12-30 12:00:00,1899-12-30 16:30:00
28,EME 1151,Thu,1899-12-30 13:00:00,1899-12-30 15:00:00
37,ART 112,Mon;Tue;Wed;Thu;Fri,1899-12-30 8:30:00,1899-12-30 16:00:00
20-25; 27-33,ART 382,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
1,ART 108,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
24,FIP 138,Thu,1899-12-30 11:30:00,1899-12-30 13:00:00
27,ART 110,Thu,1899-12-30 16:30:00,1899-12-30 20:00:00
20-32,FIP 140,Tue,1899-12-30 14:00:00,1899-12-30 15:30:00
8,ART 112,Wed,1899-12-30 8:00:00,1899-12-30 11:00:00
20-25; 27-33,ART 110,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
37-52,LIB L317,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
23,EME 1202,Thu,1899-12-30 12:30:00,1899-12-30 14:30:00
31,ART 103,Thu,1899-12-30 17:30:00,1899-12-30 20:30:00
20-25; 27-33,ART 281,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
36,FIP 250,Tue,1899-12-30 8:00:00,1899-12-30 15:30:00
34,ART 386,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,ART 210,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
34-36,FIP 139,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,EME 1202,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
16,ART 208,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
16-17,ART 104,Wed,1899-12-30 11:30:00,1899-12-30 12:30:00
2,ART 382,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
22-33,EME 1202,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
7,ART 376,Mon,1899-12-30 12:30:00,1899-12-30 14:00:00
11,FIP 129,Wed,1899-12-30 19:30:00,1899-12-30 22:00:00
15-Mar,FIP 250,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
35,FIP 140,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
7,EME 2111,Tue,1899-12-30 15:30:00,1899-12-30 18:30:00
20-25; 27-33,LIB L305,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
26,ART 202,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
42,ART 112,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
13-Oct,EME 1101,Thu,1899-12-30 19:30:00,1899-12-30 21:30:00
16,EME 0050,Thu;Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
28,ART 203,Fri,1899-12-30 9:30:00,1899-12-30 14:30:00
38-46,EME 2141,Tue;Thu,1899-12-30 8:00:00,1899-12-30 10:00:00
15-Mar,ART 374,Wed,1899-12-30 8:30:00,1899-12-30 10:30:00
15-Mar,ART 108,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
20-25; 27-33,ART 102,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
20,LIB L304,Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
17,ART 366,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,LIB L312,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
35,ART 214,Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
35,EME 2205,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
30,FIP 138,Tue,1899-12-30 11:00:00,1899-12-30 13:00:00
37-52,LIB L312,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
29,ART 110,Mon,1899-12-30 17:00:00,1899-12-30 20:00:00
2,ART 106,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
38,ART 206,Mon;Tue;Wed;Thu;Fri,1899-12-30 8:30:00,1899-12-30 16:30:00
15-Mar,ART 114,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
34,FIP 140,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
33,EME 1151,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
34,EME 2111,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,ART 203,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,ART 203,Mon,1899-12-30 16:30:00,1899-12-30 17:30:00
20-25; 27-33,ART 208,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
20-25; 27-33,EME 1101,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
15-Mar,ART 376,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
39,EME 2111,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
8,SCI 396,Thu,1899-12-30 15:00:00,1899-12-30 20:00:00
20-25; 27-33,FIP 138,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
31,SCI 236,Wed,1899-12-30 9:30:00,1899-12-30 11:30:00
20-25; 27-33,SCI 236,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,ART 203,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
12,FIP 121,Tue,1899-12-30 12:00:00,1899-12-30 13:00:00
46-51,ART 112,Mon;Thu,1899-12-30 13:00:00,1899-12-30 16:30:00
26,ART 366,Wed,1899-12-30 7:00:00,1899-12-30 17:00:00
16,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
47-52,ART 281,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
8,FIP 250,Wed,1899-12-30 18:30:00,1899-12-30 21:00:00
20-25; 27-33,ART 366,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
35,LIB L306,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
25,FIP 140,Tue,1899-12-30 19:00:00,1899-12-30 21:00:00
39-44,ART 219,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
17,SCI 236,Thu,1899-12-30 8:30:00,1899-12-30 17:00:00
22,ART 204,Tue,1899-12-30 15:00:00,1899-12-30 20:00:00
20-25; 27-33,ART 110,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
27,ART 104,Thu,1899-12-30 19:00:00,1899-12-30 21:30:00
12,EME 1121,Thu,1899-12-30 17:00:00,1899-12-30 19:00:00
16,LIB 303,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 13:00:00,1899-12-30 15:00:00
6,EME 1101,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
34,SCI 396,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,FIP 250,Wed,1899-12-30 9:00:00,1899-12-30 12:00:00
36,EME 0050,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
1,ART 386,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 108,Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
10,FIP 140,Fri,1899-12-30 8:30:00,1899-12-30 10:00:00
35,ART 114,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Apr,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 18:30:00,1899-12-30 22:00:00
28,ART 106,Fri,1899-12-30 17:00:00,1899-12-30 20:00:00
14,FIP 121,Mon,1899-12-30 15:30:00,1899-12-30 17:00:00
35,EME 1202,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
47,EME 2202,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
2,ART 365,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
49,EME 2181,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 16:00:00
33,FIP 124,Tue,1899-12-30 18:00:00,1899-12-30 20:00:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 374,Mon,1899-12-30 9:30:00,1899-12-30 12:30:00
31,ART 219,Tue,1899-12-30 11:00:00,1899-12-30 13:00:00
34,EME 2111,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
3,FIP 204,Wed,1899-12-30 18:30:00,1899-12-30 20:00:00
7,ART 202,Mon,1899-12-30 17:30:00,1899-12-30 19:00:00
1,FIP 138,Tue;Wed;Thu,1899-12-30 9:30:00,1899-12-30 17:00:00
47-52,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,ART 218,Tue,1899-12-30 16:00:00,1899-12-30 18:30:00
26,EME 1151,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
20-25; 27-33,EME 1202,Thu,1899-12-30 10:00:00,1899-12-30 12:00:00
27,ASC 140,Thu,1899-12-30 18:30:00,1899-12-30 21:30:00
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
11,ART 382,Mon,1899-12-30 18:30:00,1899-12-30 21:00:00
15-Mar,ART 106,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
17,FIP 140,Thu,1899-12-30 12:30:00,1899-12-30 19:00:00
20-25; 27-33,EME 1153,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 12:30:00
35,EME 1202,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
5,SCI 396,Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
34,FIP 140,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,LIB L302,Wed,1899-12-30 9:30:00,1899-12-30 10:30:00
2,FIP 139,Thu,1899-12-30 9:30:00,1899-12-30 16:30:00
10,ASC 130,Thu,1899-12-30 18:00:00,1899-12-30 21:00:00
36,ART 204,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
31,EME 1101,Wed,1899-12-30 18:30:00,1899-12-30 21:00:00
20-25; 27-33,FIP 124,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
38,ART 376,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,LIB 303,Thu,1899-12-30 8:00:00,1899-12-30 10:30:00
33,FIP 139,Mon;Tue;Wed;Thu;Sun,1899-12-30 18:30:00,1899-12-30 22:00:00
20-25; 27-33,ASC 130,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
38,FIP 140,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,SCI 126,Fri,1899-12-30 13:30:00,1899-12-30 14:30:00
1,FIP 121,Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 8:00:00,1899-12-30 20:00:00
1,ART 204,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,FIP 204,Tue,1899-12-30 17:00:00,1899-12-30 20:00:00
17,ART 382,Mon,1899-12-30 12:30:00,1899-12-30 18:00:00
20-25; 27-33,EME 2111,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
10,EME 2202,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
20-25; 27-33,EME 1101,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
38,EME 1202,Mon;Tue;Wed;Thu;Fri,1899-12-30 8:30:00,1899-12-30 16:00:00
34,SCI 337,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
15-Mar,ART 365,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
18,ART 365,Mon,1899-12-30 16:30:00,1899-12-30 21:00:00
39-44,SCI 234,Tue;Thu,1899-12-30 17:30:00,1899-12-30 19:30:00
35,ART 214,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
