Weeks,Location,Day,Start Time,End Time
23,SCI 337,Wed,9:00,12:00
15-Mar,ART 382,Tue;Thu,9:30,11:00
17,ART 208,Wed,16:30,21:30
16,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
25,EME 2111,Sat,7:00,17:00
35,LIB L306,Sat,17:30,21:30
17,ART 104,Thu,12:30,18:00
28,ART 204,Thu,14:00,16:00
51-52,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
11,EME 2141,Fri,11:30,16:00
4,ART 208,Thu,15:00,16:30
20-25;27-33,ART 208,Thu,12:00,13:30
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
17,ART 104,Wed,12:30,17:30
29,ART 210,Fri,16:30,20:00
36,ASC 165,Mon,8:30,12:30
28,EME 1121,Wed,12:30,14:00
17,ASC 140,Sat,8:30,22:00
2,ART 366,Sun,8:00,18:00
7,SCI 236,Wed,13:30,14:30
37-50,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
14,ART 386,Fri,14:00,16:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
36,ART 208,Tue,17:30,21:30
15-Mar,LIB L302,Thu,14:00,15:00
22,EME 2205,Sun,7:00,20:00
34-36,ART 281,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
46-51,ART 104,Tue;Wed;Fri,8:30,11:00
46-48,EME 1151,Mon;Tue;Wed;Thu;Fri,9:00,12:00
28,ART 219,Tue,11:00,13:00
1,ART 110,Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,ASC 130,Mon;Wed;Fri,10:30,11:30
20-25;27-33,EME 1121,Thu,15:30,18:30
16,FIP 204,Tue;Wed;Thu;Fri,12:30,16:30
16,ASC 140,Fri,12:30,16:30
34,FIP 121,Thu,8:30,12:30
20-25;27-33,ASC 165,Wed,12:30,13:30
7,FIP 138,Mon,17:30,19:00
11,LIB L302,Fri,7:00,9:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
2,FIP 140,Tue,8:30,12:30
1,ART 208,Thu;Fri;Sat;Sun,7:00,22:00
7,ART 219,Fri,9:30,11:30
28,ART 210,Tue,17:00,20:00
27,SCI 337,Tue,12:30,14:30
17,ART 203,Sat,12:30,18:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 366,Mon;Wed,14:00,15:30
28,EME 1121,Sat,7:00,19:00
15-Mar,ART 208,Thu,14:00,15:00
34,ART 366,Thu,17:30,21:30
6,FIP 204,Wed,17:00,21:00
38,ART 104,Sat,16:30,17:30
1,ART 218,Thu;Fri;Sat;Sun,7:00,22:00
2,ART 210,Mon;Tue;Wed,7:00,22:00
2,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15,ART 206,Sat,9:00,17:00
20;22;24;28;30;32,ART 210,Fri,12:30,14:30
20-22,EME 2202,Mon;Wed;Thu;Fri,9:30,12:30
45,ART 386,Mon;Tue;Wed;Thu;Fri,7:00,22:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,ART 214,Tue;Thu,15:30,17:00
34,ART 203,Wed,12:30,16:30
35,FIP 247,Fri,12:30,16:30
26,ART 202,Wed,10:00,14:00
11,ART 102,Fri,9:00,11:00
16,ART 102,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
14,ART 108,Fri,17:00,20:00
20,ART 218,Wed,10:00,12:00
15-Mar,EME 1202,Mon;Wed;Fri,11:30,12:30
13,FIP 138,Sat,8:00,18:00
11,LIB L306,Sat;Sun,7:00,22:00
10,EME 2141,Sat,7:00,17:00
34,ART 208,Thu,17:30,21:30
8,ART 206,Fri,11:30,13:30
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
7,ART 112,Wed,11:00,12:00
16,ART 106,Mon;Wed;Fri,9:00,12:00
22,ART 210,Wed,17:00,20:00
20-25;27-33,ART 219,Mon;Wed;Fri,12:30,13:30
25,EME 0050,Fri,17:00,22:00
11,LIB L302,Fri,12:30,14:30
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 204,Mon;Wed;Fri,11:30,12:30
2-Jan,SCI 396,Mon;Tue;Wed;Thu;Fri,8:00,12:00
36,ASC 165,Mon,8:30,12:30
20-25;27-33,SCI 128,Wed,9:30,13:30
1,ART 219,Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,EME 2141,Fri,8:30,11:30
16,FIP 124,Mon;Tue;Wed;Thu;Sat,14:00,22:00
20-25;27-33,EME 2141,Mon;Wed,9:30,11:00
2,FIP 204,Fri,13:00,17:00
9,ART 382,Wed,15:30,18:00
15-Mar,EME 1101,Tue;Thu,8:00,9:30
9,FIP 121,Tue,12:30,17:00
27,FIP 139,Fri,8:30,10:30
20-25;27-33,FIP 239,Tue;Thu,9:30,11:00
23,ART 106,Wed,14:00,15:30
37-50,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
29,FIP 140,Mon,15:00,17:00
1,FIP 239,Mon,9:00,14:00
6,ART 102,Fri,10:30,12:00
3;5;7;9;11;13;15,EME 2205,Mon,15:00,17:00
15-May,ART 206,Thu,16:00,17:30
35,EME 2111,Tue,8:30,12:30
35,LIB L306,Sat,17:30,21:30
11,ART 110,Fri,12:30,14:30
4;6;8;10;12;14,SCI 234,Mon,12:30,14:30
5,EME 1153,Mon,20:30,21:30
16,ART 106,Tue,13:00,15:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,ART 376,Mon;Wed,14:00,15:30
22,EME 2205,Sun,7:00,20:00
20-25;27-33,LIB L306,Wed;Fri,12:30,14:00
14,ART 110,Fri,12:30,17:30
15-Mar,FIP 250,Mon;Wed;Fri,8:30,9:30
35,EME 2141,Thu,17:30,21:30
20-25;27-33,EME 1202,Thu,15:30,16:30
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
29,ART 208,Sat,9:00,15:00
1,ART 203,Thu;Fri;Sat;Sun,7:00,22:00
26,ART 219,Wed,13:30,16:30
9,FIP 138,Thu,18:00,21:00
15-Mar,EME 1202,Mon;Wed,14:00,15:30
11,EME 2205,Wed,19:30,22:00
1,ART 218,Thu;Fri;Sat;Sun,7:00,22:00
9,ART 218,Tue,15:30,18:30
1,ART 374,Thu;Fri;Sat;Sun,7:00,22:00
4;6;8;10;12;14,EME 2205,Mon,18:00,20:00
1,FIP 121,Tue;Wed;Thu;Fri;Sat;Sun,8:00,20:00
36,FIP 121,Wed,12:30,16:30
26,ART 366,Wed,7:00,17:00
35,SCI 396,Thu,17:30,21:30
34,FIP 121,Wed,12:30,16:30
15-Mar,EME 2181,Tue;Thu,14:00,15:30
20-25;27-33,ART 204,Thu,8:00,11:00
15-Mar,ART 204,Mon;Wed,12:30,14:00
21,SCI 333,Tue,16:00,21:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
29,ART 208,Sat,9:00,15:00
20-25;27-33,ASC 130,Tue;Thu,11:00,12:30
20-25;27-33,ART 374,Thu,11:00,12:00
15,FIP 139,Thu,18:00,21:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
29,FIP 121,Mon,10:30,11:30
34,EME 0050,Wed,17:30,21:30
16,ART 208,Fri,12:30,14:30
15-Mar,LIB L304,Mon;Wed,11:30,12:30
15-Mar,EME 2202,Fri,12:30,15:30
16,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
35,ASC 140,Tue,12:30,16:30
20-25;27-33,FIP 138,Fri,11:30,12:30
15-Mar,LIB L304,Thu,9:30,12:30
20-25;27-33,EME 1202,Mon;Wed,11:30,12:30
1,ART 204,Thu;Fri;Sat;Sun,7:00,22:00
29,ART 219,Thu,11:00,13:00
35,ASC 140,Sat,8:30,12:30
15-Mar,FIP 129,Wed,8:30,9:30
17,ART 210,Mon;Tue;Wed;Thu;Fri;Sat,15:00,22:00
45,ART 374,Mon;Tue;Wed;Thu;Fri,7:00,22:00
20-25;27-33,ART 108,Mon;Wed;Fri,8:30,9:30
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
18,ART 210,Mon,16:30,21:00
35,ASC 165,Fri,12:30,16:30
20-25;27-33,EME 1151,Mon;Wed;Fri,10:30,11:30
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
35,EME 2141,Sat,12:30,16:30
28,ART 208,Fri,16:30,20:00
15-Mar,ART 365,Tue;Thu,11:00,12:30
10,LIB L312,Wed,19:30,21:00
13,ART 208,Fri,9:00,10:30
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
38,ART 374,Sat,10:00,12:00
5,ART 376,Thu;Fri,14:00,15:00
15-Mar,ART 214,Tue,14:00,15:30
9,ART 374,Mon,15:30,17:00
6,EME 1101,Fri,15:30,17:30
35,LIB L306,Sat,17:30,21:30
15-Mar,ASC 130,Mon;Wed;Fri,11:30,12:30
20-25;27-33,ART 112,Tue;Thu,8:00,9:30
15-Mar,ASC 165,Thu,9:00,11:00
9,FIP 239,Fri,18:00,21:00
18,ART 104,Mon,12:30,17:30
1,ART 108,Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,LIB L312,Tue;Thu,12:30,14:00
20-25;27-33,ART 206,Tue;Thu,8:00,9:30
24,ART 202,Tue,12:30,14:30
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
26,FIP 129,Wed,7:00,16:30
20-25;27-33,ART 218,Tue;Thu,11:00,12:30
16,ART 210,Mon;Wed;Thu;Sat,7:00,22:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
16,ART 106,Fri,12:30,14:30
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
34,ART 215,Wed,8:30,12:30
20-25;27-33,ART 114,Mon;Wed;Fri,10:30,11:30
15-Mar,ART 106,Mon;Wed,16:30,18:00
20-25;27-33,ART 208,Mon;Wed;Fri,11:30,12:30
16,EME 1153,Wed,12:30,18:00
15-Mar,ART 102,Mon;Wed,8:00,9:30
46-51,SCI 396,Mon;Thu,8:30,12:00
5,FIP 239,Mon,17:30,18:30
2,ART 218,Mon,7:00,22:00
35,SCI 247,Thu,17:30,21:30
27,LIB L302,Mon,9:30,12:00
1,ART 218,Thu;Fri;Sat;Sun,7:00,22:00
1,SCI 396,Mon;Tue;Wed;Thu;Fri,13:00,16:30
15-May,ART 204,Thu,16:00,17:30
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
38,ART 365,Sat,10:00,12:00
37-52,LIB 303,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
1,ART 206,Thu,11:30,15:00
1,ART 106,Thu;Fri;Sat;Sun,7:00,22:00
15-May,ART 204,Fri,13:00,14:30
15-Mar,SCI 128,Fri,12:30,14:30
10,FIP 140,Sat,7:30,18:00
17,FIP 121,Wed,8:30,12:30
20-25;27-33,SCI 247,Wed,8:30,9:30
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,SCI 337,Mon;Wed,12:30,14:00
20-25;27-33,FIP 124,Tue;Thu,12:30,14:00
23-33,EME 1153,Tue,10:00,12:00
25,EME 2111,Fri,17:00,22:00
20-25;27-33,ART 365,Tue;Thu,11:00,12:30
1,ART 108,Thu;Fri;Sat;Sun,7:00,22:00
20,ART 104,Wed,10:00,12:00
20-25;27-33,SCI 126,Fri,13:30,15:30
15-Mar,FIP 133,Tue,12:30,13:30
15-Mar,ART 386,Mon;Wed,15:30,17:00
15-Mar,EME 1101,Fri,14:00,15:30
28-30,ART 382,Fri,16:30,18:00
15-Mar,ART 219,Mon;Wed,8:00,9:30
16-17,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,17:00
15-Mar,ART 114,Mon;Wed,15:30,17:00
16,ART 112,Mon;Wed;Thu;Fri;Sat,17:00,22:00
39-44,ASC 165,Thu,10:00,11:30
35,EME 1121,Thu,12:30,16:30
13,ART 108,Mon,18:00,20:00
15-Mar,EME 1151,Tue;Thu,12:30,14:00
27,LIB L306,Mon,10:30,12:00
30,ART 218,Mon,12:00,12:30
16,FIP 204,Tue;Sat,17:30,21:30
26;28;30;32,EME 1153,Fri,18:30,21:00
36,ART 208,Mon,8:30,12:30
20-25;27-33,ART 112,Mon;Wed,12:30,14:00
17,ASC 130,Mon;Tue,17:30,21:30
27,ART 102,Tue,14:00,16:00
9,EME 1202,Wed,15:30,18:00
22,FIP 250,Tue,9:00,12:00
8,ART 110,Wed,15:30,17:30
2,FIP 138,Wed,15:00,17:00
3,ART 112,Thu;Fri,12:00,14:30
34,SCI 337,Thu,17:30,21:30
15-Mar,EME 2205,Tue,15:30,16:30
13,FIP 124,Fri,11:00,12:30
51-52,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,ART 208,Mon;Wed,14:00,15:30
17,FIP 124,Mon;Tue;Wed;Thu;Fri;Sat,7:00,14:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
26,ASC 130,Thu;Fri,7:00,22:00
10,FIP 140,Mon,9:30,11:00
11,LIB 303,Thu,15:00,16:00
1,ART 204,Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,FIP 129,Mon,18:00,21:00
16,ART 106,Mon;Wed;Fri,9:00,12:00
22,ASC 140,Fri,8:00,9:30
35,EME 1202,Fri,8:30,12:30
9,ASC 130,Wed,18:30,22:00
20-25;27-33,ART 104,Mon;Wed,15:30,17:00
36,FIP 121,Sat;Sun,8:30,16:30
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
8,ART 210,Wed,9:30,11:30
20-25;27-33,ART 376,Tue;Thu,11:00,12:30
13,EME 2181,Tue,13:00,14:00
37-50,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
27,ART 210,Wed,17:00,20:00
15-Mar,ART 206,Mon;Wed;Fri,10:30,11:30
6,SCI 236,Wed,13:30,15:30
51-52,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
9,ART 382,Tue,12:30,14:30
45,ART 376,Mon;Tue;Wed;Thu;Fri,7:00,22:00
35,FIP 250,Fri;Sat;Sun,9:00,17:00
5,FIP 239,Sat,7:00,20:00
20-25;27-33,FIP 138,Wed;Fri,14:00,15:30
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
7,EME 2111,Thu,14:00,16:00
1,ART 386,Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,FIP 139,Tue,11:00,14:00
20-25;27-33,ART 114,Fri,11:30,13:30
9,ART 102,Mon,10:30,12:00
51-52,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
14,ART 103,Sat,7:00,16:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
1,ART 376,Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,SCI 236,Mon,9:30,10:30
22-33,EME 2202,Thu,18:00,19:30
8-Mar,EME 1121,Mon,17:00,20:00
15-Mar,ART 374,Wed,8:30,10:30
22,ART 110,Sat,7:00,18:00
2,ART 281,Mon,7:00,22:00
5,FIP 138,Sat,7:00,20:00
2,ART 366,Sat,8:00,12:00
20-25;27-33,FIP 124,Tue;Thu,11:00,12:30
33,EME 1153,Fri,8:00,17:00
15-Jul,LIB L306,Fri,17:00,22:00
52,ART 374,Mon;Tue;Wed;Thu;Fri,7:00,22:00
20-25;27-33,ART 281,Mon;Wed;Fri,9:30,10:30
4,FIP 121,Sat,13:00,15:00
1,ART 386,Thu;Fri;Sat;Sun,7:00,22:00
5,FIP 140,Sat,7:00,20:00
28,FIP 138,Thu,9:30,13:30
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
1,ART 214,Thu;Fri;Sat;Sun,7:00,22:00
12,ART 202,Tue,8:00,10:00
21-33,LIB 303,Mon,10:30,11:30
22-23,ART 202,Sat,10:00,15:00
15-Mar,LIB L306,Tue,14:00,15:00
11,ART 215,Wed,18:00,19:30
35,ART 214,Fri,12:30,16:30
1,EME 2111,Tue;Wed,7:30,16:30
22-33,LIB L304,Fri,17:00,22:00
10,EME 1101,Tue,15:30,17:30
36,ART 382,Mon,17:30,21:30
20-25;27-33,ART 104,Mon,8:30,12:30
24,LIB L304,Tue,15:30,16:00
15,ART 112,Wed,16:00,18:00
20-25;27-33,ART 376,Tue;Thu,12:30,14:00
26,FIP 204,Fri,17:00,20:00
15-Mar,ART 365,Thu,9:30,10:30
5,EME 2202,Tue,16:00,19:00
10,EME 0050,Fri,15:30,22:00
26,EME 0050,Wed,7:00,17:00
5,FIP 121,Sat,7:00,20:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
35,ART 214,Wed,17:30,21:30
26,EME 2205,Wed,7:00,16:30
8,ART 102,Fri,9:30,11:00
15-Mar,ART 103,Mon;Wed,15:30,17:00
20-25;27-33,SCI 333,Mon;Wed,14:00,15:30
26,EME 2141,Wed,7:00,16:30
28,ART 208,Tue,16:30,20:00
20-25;27-33,ART 366,Mon;Wed;Fri,14:30,15:30
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,EME 0050,Tue;Thu,17:00,18:30
25,ART 382,Wed,17:00,19:00
20-25;27-33,EME 2205,Thu,9:00,10:00
11,FIP 239,Tue,11:00,14:00
14,LIB L305,Sat,8:00,22:00
27,EME 1151,Fri,11:30,13:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
2,ART 103,Mon,7:00,22:00
24,ART 112,Thu,14:00,17:00
28,ART 103,Fri,16:30,20:00
1,ART 376,Thu;Fri;Sat;Sun,7:00,22:00
14,ART 102,Fri,9:30,11:00
45,ART 365,Mon;Tue;Wed;Thu;Fri,7:00,22:00
20-25;27-33,EME 1121,Tue;Thu,12:30,14:00
34-35,FIP 138,Tue,15:30,17:00
36,EME 0050,Wed,17:30,21:30
10,EME 1153,Fri,15:30,22:00
46-48,EME 1151,Mon;Tue;Wed;Thu;Fri,13:00,16:00
13,EME 2181,Tue,11:00,13:00
39-44,ART 108,Tue;Wed;Fri,14:30,17:00
27,FIP 138,Tue,11:00,12:00
25,FIP 138,Thu,15:30,18:30
5,ART 210,Sun,8:00,19:00
1,ART 103,Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,SCI 333,Tue;Thu,11:00,12:30
16-18,LIB L306,Mon,13:30,16:00
22,ART 103,Sat,7:00,18:00
15-Jun,ART 106,Mon,20:00,22:00
17,ART 374,Wed,9:00,14:00
5,ART 215,Tue,9:30,11:30
34,EME 1202,Tue,12:30,16:30
14,ART 382,Fri,11:00,13:00
2,ART 103,Mon,7:00,22:00
35,EME 1202,Fri,12:30,16:30
16,LIB 303,Mon;Tue;Wed;Thu;Fri;Sat;Sun,17:00,19:00
29,ART 210,Sat,9:00,15:00
36,EME 1101,Mon,17:30,21:30
22,ART 366,Sat,7:00,18:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,FIP 250,Mon,8:30,12:30
15-Mar,ASC 130,Mon;Fri,8:00,9:30
12,FIP 239,Thu,13:00,19:00
34,ART 366,Tue,17:30,21:30
20-25;27-33,ASC 165,Fri,15:00,18:00
2,ART 103,Mon,7:00,22:00
14,ART 112,Fri,17:00,20:00
2,FIP 121,Mon;Tue;Wed;Thu;Fri;Sat;Sun,8:00,20:00
20-25;27-33,FIP 124,Tue,14:00,15:30
20-29,ART 208,Fri,8:30,11:30
15-Mar,LIB L317,Tue;Thu,15:30,17:00
20-25;27-33,SCI 333,Fri,13:00,16:00
20-25;27-33,LIB L312,Tue;Thu,12:30,14:00
15-Mar,EME 1202,Tue;Thu,8:00,9:30
17,EME 1153,Mon;Tue;Wed;Thu;Fri;Sat,7:00,14:00
34,EME 0050,Wed,12:30,16:30
8,FIP 121,Thu,11:30,17:00
35,SCI 333,Wed,12:30,16:30
39-44,ART 210,Tue;Thu,17:30,21:00
16,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
15-Mar,ART 214,Mon;Wed;Fri,12:30,13:30
34,ASC 165,Tue,8:30,12:30
34,EME 1121,Tue,8:30,12:30
38,ART 203,Sat,10:00,12:00
15-Mar,ART 203,Thu,12:30,13:30
20-25;27-33,EME 1121,Thu,15:30,18:30
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,SCI 396,Mon;Wed,15:30,17:00
21-33,SCI 396,Tue;Thu,14:00,15:30
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
38,ART 112,Sat,16:30,17:30
37-50,LIB L305,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
38,ART 204,Sat,14:00,16:30
39-44,EME 1153,Mon;Thu,8:30,12:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
34-36,EME 1151,Mon;Tue;Wed;Thu;Fri,7:00,22:00
20-25;27-33,ART 376,Tue;Thu,12:30,14:00
9,EME 1101,Mon,16:30,21:00
41,EME 0050,Thu,10:30,12:00
45;52,SCI 333,Mon;Tue;Wed;Thu;Fri,7:00,22:00
16,ART 206,Fri,12:30,14:30
15-Mar,FIP 133,Thu,14:00,16:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
39-44,ART 214,Mon;Thu,8:30,12:00
28,ART 210,Thu,17:00,21:00
36,FIP 204,Wed,17:30,21:30
14,EME 1153,Fri,16:00,17:00
3,EME 2202,Thu,8:00,10:30
5,ASC 140,Sun,12:00,17:00
20-25;27-33,ASC 140,Mon;Wed;Fri,10:30,11:30
17,EME 1153,Mon;Tue;Wed;Thu;Fri;Sat,7:00,14:00
25,ART 112,Mon,17:00,21:30
34,EME 1202,Mon,8:30,12:30
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
27,ART 281,Wed,17:00,22:00
38,ART 104,Sat,10:00,12:00
11,ART 204,Tue,18:30,21:00
36,EME 1202,Mon,8:30,12:30
15,EME 2111,Tue,14:00,16:00
34,ART 376,Thu,12:30,16:30
15-Mar,EME 2202,Fri,8:00,11:00
26,ART 108,Wed;Thu;Fri;Sat,8:00,22:00
20-29,SCI 236,Thu,8:00,11:00
34,SCI 396,Wed,8:30,12:30
27,FIP 239,Thu,18:00,21:00
27,FIP 239,Tue,18:30,21:30
5,FIP 121,Sat,7:00,20:00
16,ART 102,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
15-Mar,ART 365,Mon;Wed;Fri,8:30,9:30
14,LIB 303,Wed,17:30,21:00
15-Mar,ART 219,Fri,11:30,14:30
20-25;27-33,FIP 124,Tue,14:00,15:30
35,EME 2141,Sat,12:30,16:30
29,EME 1151,Thu,12:30,14:30
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
16,ART 102,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
15-Mar,EME 1151,Mon;Wed;Fri,9:30,10:30
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
2,ASC 140,Mon;Tue;Wed;Thu;Fri;Sat;Sun,8:00,20:00
17,ART 104,Thu,12:30,18:00
20-25;27-33,FIP 204,Mon;Wed;Fri,12:30,13:30
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,15:00,21:00
15-Mar,EME 1151,Tue;Thu,15:30,17:00
35,ART 215,Tue,8:30,12:30
15-Mar,FIP 133,Mon,16:00,17:00
37-52,LIB L317,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
38,ART 110,Sat,10:00,12:00
20-25;27-33,ART 366,Mon;Wed;Fri,11:30,12:30
20-25;27-33,ART 108,Mon;Wed;Fri,9:30,10:30
38,ART 206,Sat,12:00,12:30
15-Apr,SCI 236,Mon;Tue;Wed;Thu;Fri;Sat;Sun,18:30,22:00
17,ART 374,Mon;Fri,17:30,21:30
15-Mar,FIP 129,Mon,14:00,16:00
13,LIB 303,Sat,8:00,15:00
14,ART 102,Sat,7:00,16:00
15-Mar,ART 103,Wed;Fri,14:00,15:30
1,ART 281,Thu;Fri;Sat;Sun,7:00,22:00
15-Mar,EME 1121,Mon,12:30,15:30
38,ART 365,Sat,14:00,16:30
1,ART 365,Thu;Fri;Sat;Sun,7:00,22:00
36,ART 215,Mon,8:30,12:30
11,SCI 236,Thu,10:00,11:00
1,ART 202,Thu;Fri;Sat;Sun,7:00,22:00
16,ART 206,Fri,12:30,14:30
16,ART 210,Mon;Wed;Thu;Sat,7:00,22:00
38,ART 106,Sat,14:00,16:30
1,ART 365,Thu;Fri;Sat;Sun,7:00,22:00
20-25;27-33,SCI 247,Mon;Wed;Fri,12:30,13:30
5,EME 2111,Tue,16:30,19:30
20-25;27-33,ART 215,Wed,14:00,16:00
21-32,ART 215,Mon,11:30,12:30
36,ART 208,Mon,8:30,12:30
20-25;27-33,LIB L302,Thu,9:30,12:30
34,ASC 140,Thu,17:30,21:30
3-15;20-25;27-33,FIP 140,Tue;Thu,9:30,11:00
4,EME 2181,Thu,15:30,21:30
20-25;27-33,EME 1121,Wed,14:00,15:30
20-25;27-33,ASC 130,Wed;Fri,12:30,14:00
17,EME 1202,Tue;Fri,17:30,21:30
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
27,EME 1151,Tue,15:30,17:30
36,ART 215,Mon,8:30,12:30
11,LIB 303,Fri,7:00,9:00
21;23;25;27;29;31;33,EME 2205,Fri,16:30,18:30
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
36,FIP 140,Tue,8:30,12:30
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,7:00,14:00
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,7:00,22:00
16,ART 203,Mon;Tue;Sat,7:00,22:00
20-25;27-33,EME 2141,Mon;Wed,8:00,9:30
2,ART 202,Mon,7:00,22:00
39-44,EME 1121,Mon;Thu,8:30,12:00
9,ART 382,Mon,18:30,20:30
38,ART 365,Sat,12:00,12:30
8,ART 210,Sun,14:00,17:00
20-25;27-33,LIB L305,Tue;Thu,12:30,14:00
25,EME 2181,Fri,17:00,22:00
14,ART 386,Fri,14:00,16:00
20-25;27-33,LIB L302,Mon;Wed,12:30,14:00
29,ART 210,Sat,9:00,15:00
22,ART 106,Sat,7:00,18:00
20-25;27-33,ART 218,Tue;Thu,9:30,11:00
34,ASC 130,Wed,12:30,16:30
20-25;27-33,ART 103,Wed;Fri,12:30,14:00
20-25;27-33,ART 112,Tue;Thu,8:00,9:30
34,ASC 130,Tue,8:30,12:30
16-17,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,17:00,22:00
